gene_callers_id	NCBI_RefSeq_Protein_Accession
3606	CAI3968442.1
3607	CAI3967514.1
3608	CAI3968452.1
3609	CAI3968457.1
3610	CAI3968463.1
3611	CAI3968468.1
3612	CAI3968473.1
3613	CAI3968478.1
3614	CAI3968483.1
3615	CAI3968488.1
3616	CAI3968493.1
3617	CAI3968498.1
3618	CAI3968503.1
3619	CAI3968508.1
3620	CAI3968513.1
3621	CAI3968518.1
3622	CAI3968523.1
3623	CAI3968528.1
3624	CAI3968533.1
3625	CAI3968538.1
3626	CAI3968543.1
3627	CAI3968548.1
3628	CAI3968553.1
3629	CAI3968558.1
3630	CAI3968563.1
3631	CAI3968568.1
3632	CAI3968573.1
3633	CAI3968578.1
3634	CAI3968583.1
3635	CAI3968588.1
3636	CAI3968593.1
3637	CAI3968598.1
3638	CAI3968603.1
3639	CAI3968608.1
3641	CAI3924759.1
3642	CAI3968618.1
3643	CAI3968623.1
3644	CAI3968628.1
3645	CAI3968633.1
3646	CAI3968638.1
3647	CAI3968643.1
3648	CAI3968648.1
3649	CAI3968653.1
3650	CAI3968658.1
3651	CAI3968663.1
3652	CAI3968668.1
3653	CAI3968673.1
3654	CAI3968678.1
3655	CAI3968683.1
3656	CAI3968688.1
3657	CAI3968693.1
3658	CAI3968698.1
3659	CAI3968703.1
3660	CAI3968708.1
3661	CAI3968713.1
3662	CAI3968718.1
3663	CAI3968723.1
3664	CAI3968728.1
3665	CAI3968733.1
3666	CAI3968738.1
3667	CAI3968743.1
3668	CAI3968748.1
3669	CAI3968753.1
3670	CAI3968758.1
3671	CAI3968763.1
3672	CAI3968768.1
3673	CAI3968773.1
3674	CAI3968778.1
3675	CAI3968783.1
3676	CAI3968788.1
3677	CAI3968793.1
3678	CAI3968798.1
3679	CAI3968803.1
3680	CAI3968808.1
3681	CAI3968813.1
3682	CAI3968818.1
3683	CAI3968823.1
3684	CAI3968827.1
3685	CAI3968832.1
3686	CAI3968837.1
3687	CAI3968842.1
3688	CAI3968847.1
3689	CAI3968852.1
3690	CAI3968857.1
3691	CAI3968862.1
3692	CAI3968867.1
3693	CAI3968872.1
3694	CAI3968877.1
3695	CAI3968882.1
3696	CAI3968887.1
3697	CAI3968892.1
3698	CAI3968897.1
3699	CAI3968902.1
3700	CAI3968906.1
3701	CAI3968911.1
3702	CAI3968916.1
3703	CAI3968921.1
3704	CAI3968926.1
3705	CAI3968931.1
3706	CAI3968936.1
3707	CAI3968941.1
3708	CAI3968946.1
3709	CAI3968951.1
3710	CAI3968956.1
3711	CAI3968961.1
3712	CAI3968965.1
3713	CAI3968970.1
3714	CAI3968975.1
3715	CAI3968980.1
3716	CAI3968985.1
3717	CAI3968990.1
3718	CAI3968995.1
3719	CAI3969001.1
3720	CAI3969006.1
3721	CAI3969011.1
3722	CAI3969016.1
3723	CAI3969021.1
3724	CAI3969026.1
3725	CAI3969031.1
3726	CAI3969036.1
3727	CAI3969041.1
3728	CAI3969046.1
3729	CAI3969051.1
3730	CAI3969056.1
3731	CAI3969061.1
3732	CAI3969066.1
3733	CAI3969071.1
3734	CAI3969076.1
3735	CAI3969081.1
3736	CAI3969084.1
3737	CAI3969089.1
3738	CAI3969094.1
3739	CAI3969099.1
3740	CAI3969104.1
3741	CAI3969109.1
3742	CAI3969114.1
3743	CAI3969119.1
3744	CAI3969124.1
3745	CAI3969129.1
3746	CAI3969134.1
3747	CAI3969139.1
3748	CAI3969144.1
3749	CAI3969149.1
3750	CAI3969154.1
3751	CAI3969159.1
3752	CAI3969164.1
3753	CAI3969169.1
3754	CAI3969174.1
3755	CAI3969179.1
3756	CAI3969184.1
3757	CAI3969189.1
3758	CAI3969194.1
3759	CAI3969199.1
3760	CAI3969204.1
3761	CAI3969209.1
3762	CAI3969214.1
3763	CAI3969219.1
3764	CAI3969224.1
3765	CAI3969229.1
3766	CAI3969234.1
3767	CAI3969239.1
3768	CAI3969244.1
3769	CAI3969249.1
3770	CAI3969254.1
3771	CAI3969259.1
3772	CAI3969264.1
3773	CAI3969269.1
3774	CAI3969274.1
3775	CAI3969279.1
3776	CAI3969284.1
3777	CAI3969289.1
3778	CAI3969294.1
3779	CAI3969299.1
3780	CAI3969304.1
3781	CAI3969309.1
3782	CAI3969314.1
3783	CAI3969319.1
3784	CAI3969324.1
3785	CAI3969329.1
3786	CAI3969334.1
3787	CAI3969339.1
3788	CAI3969344.1
3789	CAI3969349.1
3790	CAI3969354.1
3791	CAI3969359.1
3792	CAI3969364.1
3793	CAI3969369.1
3794	CAI3969374.1
3795	CAI3969379.1
3796	CAI3969384.1
3797	CAI3969389.1
3798	CAI3969394.1
3799	CAI3969399.1
3800	CAI3969402.1
3801	CAI3969407.1
3802	CAI3969412.1
3803	CAI3969417.1
3804	CAI3969422.1
3805	CAI3969427.1
3806	CAI3969432.1
3807	CAI3969437.1
3808	CAI3969442.1
3809	CAI3969447.1
3810	CAI3969453.1
3811	CAI3969458.1
3812	CAI3969463.1
3813	CAI3969468.1
3814	CAI3969473.1
3815	CAI3969478.1
3816	CAI3969483.1
3817	CAI3969488.1
3818	CAI3969493.1
3819	CAI3969498.1
3820	CAI3969503.1
3821	CAI3969508.1
3822	CAI3969513.1
3823	CAI3969518.1
3824	CAI3969523.1
3825	CAI3969528.1
3826	CAI3969533.1
3827	CAI3969538.1
3828	CAI3969543.1
3829	CAI3969549.1
3830	CAI3969554.1
3831	CAI3969559.1
3832	CAI3969565.1
3833	CAI3969570.1
3834	CAI3969575.1
3835	CAI3969580.1
3836	CAI3969585.1
3837	CAI3969590.1
3838	CAI3969595.1
3839	CAI3969600.1
3840	CAI3969605.1
3841	CAI3969610.1
3842	CAI3969615.1
3844	CAI3969620.1
3845	CAI3969625.1
3846	CAI3969630.1
3847	CAI3969640.1
3848	CAI3969645.1
3849	CAI3969650.1
3850	CAI3969655.1
3851	CAI3969660.1
3852	CAI3969665.1
3853	CAI3969670.1
3854	CAI3969675.1
3855	CAI3969680.1
3856	CAI3969685.1
3857	CAI3969690.1
3858	CAI3969695.1
3859	CAI3969700.1
3860	CAI3969705.1
3861	CAI3969710.1
3862	CAI3969715.1
3863	CAI3969720.1
3864	CAI3969725.1
3865	CAI3969730.1
3866	CAI3969735.1
3867	CAI3969740.1
3868	CAI3969745.1
3869	CAI3969750.1
3870	CAI3969754.1
3871	CAI3969758.1
3872	CAI3969762.1
3873	CAI3969766.1
3874	CAI3969770.1
3875	CAI3969774.1
3876	CAI3969778.1
3877	CAI3969782.1
3878	CAI3969786.1
3879	CAI3969790.1
3880	CAI3969794.1
3881	CAI3969798.1
3882	CAI3969802.1
3883	CAI3969806.1
3884	CAI3969810.1
3885	CAI3969814.1
3886	CAI3969818.1
3887	CAI3969822.1
3888	CAI3948092.1
3889	CAI3969830.1
3890	CAI3969834.1
3891	CAI3969838.1
3892	CAI3969842.1
3893	CAI3969846.1
3894	CAI3969850.1
3895	CAI3969854.1
3896	CAI3969858.1
3897	CAI3969862.1
3898	CAI3969866.1
3899	CAI3969870.1
3900	CAI3969874.1
3901	CAI3969878.1
3902	CAI3969882.1
3903	CAI3969886.1
3904	CAI3969890.1
3905	CAI3969894.1
3906	CAI3969898.1
3907	CAI3969902.1
3908	CAI3969906.1
3909	CAI3969910.1
3910	CAI3969914.1
3911	CAI3969918.1
3912	CAI3969922.1
3913	CAI3969926.1
3914	CAI3969930.1
3915	CAI3969934.1
3916	CAI3969938.1
3917	CAI3969942.1
3918	CAI3969946.1
3919	CAI3969950.1
3920	CAI3969954.1
3921	CAI3969958.1
3922	CAI3969962.1
3923	CAI3969966.1
3924	CAI3969970.1
3925	CAI3969974.1
3926	CAI3969978.1
3927	CAI3969982.1
3928	CAI3969986.1
3929	CAI3969990.1
3930	CAI3969994.1
3931	CAI3969998.1
3932	CAI3970002.1
3933	CAI3970006.1
3934	CAI3970010.1
3935	CAI3970014.1
3936	CAI3970018.1
3937	CAI3970022.1
3938	CAI3970025.1
3939	CAI3970029.1
3940	CAI3970033.1
3941	CAI3970037.1
3942	CAI3970041.1
3943	CAI3970045.1
3944	CAI3970049.1
3945	CAI3970052.1
3946	CAI3970056.1
3947	CAI3970061.1
3948	CAI3970065.1
3949	CAI3970068.1
3950	CAI3970071.1
3951	CAI3970074.1
3952	CAI3970076.1
3953	CAI3970078.1
3954	CAI3970080.1
3955	CAI3970082.1
3956	CAI3970084.1
3957	CAI3970086.1
3958	CAI3970088.1
3959	CAI3970090.1
3960	CAI3970092.1
3961	CAI3970094.1
3962	CAI3970096.1
3963	CAI3970098.1
3964	CAI3970100.1
3965	CAI3970102.1
3966	CAI3970104.1
3967	CAI3970106.1
3968	CAI3970108.1
3969	CAI3970110.1
3970	CAI3970112.1
3971	CAI3970114.1
3972	CAI3970116.1
3973	CAI3970118.1
3974	CAI3970120.1
3975	CAI3970122.1
3976	CAI3970124.1
3977	CAI3970126.1
3978	CAI3970128.1
3979	CAI3970130.1
3980	CAI3970132.1
3981	CAI3970134.1
3982	CAI3970136.1
3983	CAI3970138.1
3984	CAI3970140.1
3985	CAI3970142.1
3986	CAI3970144.1
3987	CAI3970146.1
3988	CAI3970148.1
3989	CAI3970150.1
3990	CAI3970152.1
3991	CAI3970154.1
3992	CAI3970156.1
3993	CAI3970158.1
3994	CAI3970160.1
3995	CAI3970162.1
3996	CAI3970164.1
3997	CAI3970166.1
3998	CAI3970168.1
3999	CAI3970170.1
4000	CAI3970172.1
4001	CAI3970174.1
4002	CAI3970176.1
4003	CAI3970178.1
4004	CAI3970180.1
4005	CAI3970181.1
4006	CAI3970182.1
4007	CAI3970183.1
4008	CAI3970184.1
4009	CAI3970185.1
4010	CAI3970186.1
4011	CAI3970188.1
4012	CAI3970189.1
4013	CAI3970192.1
4014	CAI3970202.1
4015	CAI3970207.1
4016	CAI3970212.1
4017	CAI3970217.1
4018	CAI3970222.1
4019	CAI3970227.1
4020	CAI3970232.1
4021	CAI3970237.1
4022	CAI3970247.1
4023	CAI3970252.1
4024	CAI3970257.1
4025	CAI3970262.1
4026	CAI3970267.1
4027	CAI3970272.1
4028	CAI3970277.1
4029	CAI3970282.1
4030	CAI3970287.1
4031	CAI3970292.1
4032	CAI3970297.1
4033	CAI3970302.1
4034	CAI3970307.1
4035	CAI3970312.1
4036	CAI3970317.1
4037	CAI3970322.1
4038	CAI3970327.1
4039	CAI3970332.1
4040	CAI3970337.1
4041	CAI3970342.1
4042	CAI3970347.1
4043	CAI3970352.1
4044	CAI3970357.1
4045	CAI3970367.1
4046	CAI3970377.1
4047	CAI3970382.1
4048	CAI3970387.1
4049	CAI3970392.1
4050	CAI3970397.1
4051	CAI3970402.1
4052	CAI3970407.1
4053	CAI3970412.1
4054	CAI3970417.1
4055	CAI3970422.1
4056	CAI3970427.1
4057	CAI3970432.1
4058	CAI3970437.1
4059	CAI3970442.1
4060	CAI3970447.1
4061	CAI3970452.1
4062	CAI3970457.1
4063	CAI3970462.1
4064	CAI3970467.1
4065	CAI3970472.1
4066	CAI3970477.1
4067	CAI3932472.1
4068	CAI3970487.1
4069	CAI3970497.1
4070	CAI3970507.1
4071	CAI3970512.1
4072	CAI3970517.1
4073	CAI3970522.1
4074	CAI3970527.1
4075	CAI3970532.1
4076	CAI3970537.1
4077	CAI3970542.1
4078	CAI3970547.1
4079	CAI3970552.1
4080	CAI3967684.1
4081	CAI3970563.1
4082	CAI3967693.1
4083	CAI3970573.1
4084	CAI3970579.1
4085	CAI3970584.1
4086	CAI3970589.1
4087	CAI3970594.1
4088	CAI3970599.1
4089	CAI3970604.1
4090	CAI3970609.1
4091	CAI3970614.1
4092	CAI3970619.1
4093	CAI3970624.1
4094	CAI3970629.1
4095	CAI3970634.1
4096	CAI3970639.1
4097	CAI3970644.1
4098	CAI3970649.1
4099	CAI3970654.1
4100	CAI3970659.1
4101	CAI3970664.1
4102	CAI3970669.1
4104	CAI3970674.1
4105	CAI3970679.1
4106	CAI3970684.1
