gene_callers_id	Accession
3938	VTP56623.1
3939	VTP56625.1
3940	VTP56627.1
3941	VTP56629.1
3942	VTP56630.1
3943	VTP56632.1
3944	VTP56634.1
3945	VTP56636.1
3946	VTP56638.1
3947	VTP56640.1
3948	VTP56642.1
3949	VTP56644.1
3950	VTP56646.1
3951	VTP56648.1
3952	VTP56650.1
3953	VTP56652.1
3954	VTP56654.1
3955	VTP56656.1
3956	VTP56658.1
3957	VTP56660.1
3958	VTP56662.1
3959	VTP56664.1
3960	VTP56666.1
3961	VTP56668.1
3962	VTP56670.1
3963	VTP56672.1
3964	VTP56674.1
3965	VTP56676.1
3966	VTP56678.1
3967	VTP56680.1
3968	VTP56682.1
3969	VTP56684.1
3970	VTP56686.1
3971	VTP56688.1
3972	VTP56690.1
3973	VTP56692.1
3974	VTP56694.1
3975	VTP56696.1
3976	VTP56698.1
3977	VTP56700.1
3978	VTP56702.1
3979	VTP56704.1
3980	VTP56706.1
3981	VTP56708.1
3982	VTP56710.1
3983	VTP56712.1
3984	VTP56714.1
3985	VTP56716.1
3986	VTP56718.1
3987	VTP56720.1
3988	VTP56722.1
3989	VTP56724.1
3990	VTP56726.1
3991	VTP56728.1
3992	VTP56730.1
3993	VTP56732.1
3994	VTP56734.1
3995	VTP56736.1
3996	VTP56738.1
3997	VTP56740.1
3998	VTP56742.1
3999	VTP56744.1
4000	VTP56746.1
4001	VTP56748.1
4002	VTP56750.1
4003	VTP56752.1
4004	VTP56754.1
4005	VTP56756.1
4006	VTP56758.1
4007	VTP56760.1
4008	VTP56762.1
4009	VTP56764.1
4010	VTP56766.1
4011	VTP56770.1
4012	VTP58041.1
4013	VTP58042.1
4014	VTP58044.1
4015	VTP58045.1
4016	VTP58046.1
4017	VTP58047.1
4018	VTP58048.1
4019	VTP58049.1
4020	VTP58050.1
4021	VTP58051.1
4022	VTP58053.1
4023	VTP58054.1
4024	VTP58055.1
4025	VTP58056.1
4026	VTP58057.1
4027	VTP58058.1
4028	VTP58059.1
4029	VTP58060.1
4030	VTP58061.1
4031	VTP58062.1
4032	VTP58063.1
4033	VTP58064.1
4034	VTP58065.1
4035	VTP58066.1
4036	VTP58067.1
4037	VTP58068.1
4038	VTP58069.1
4039	VTP58070.1
4040	VTP58071.1
4041	VTP58072.1
4042	VTP58073.1
4043	VTP58074.1
4044	VTP58075.1
4045	VTP58077.1
4046	VTP58079.1
4047	VTP58080.1
4048	VTP58081.1
4049	VTP58082.1
4050	VTP58083.1
4051	VTP58084.1
4052	VTP58085.1
4053	VTP58086.1
4054	VTP58087.1
4055	VTP58088.1
4056	VTP58089.1
4057	VTP58090.1
4058	VTP58091.1
4059	VTP58092.1
4060	VTP58093.1
4061	VTP58094.1
4062	VTP58095.1
4063	VTP58096.1
4064	VTP58097.1
4065	VTP58098.1
4066	VTP58099.1
4067	VTP54239.1
4068	VTP58101.1
4069	VTP58103.1
4070	VTP58105.1
4071	VTP58106.1
4072	VTP58107.1
4073	VTP58108.1
4074	VTP58109.1
4075	VTP58110.1
4076	VTP58111.1
4077	VTP58112.1
4078	VTP58113.1
4079	VTP58114.1
4080	VTP55640.1
4081	VTP58116.1
4082	VTP55644.1
4083	VTP58118.1
4084	VTP58119.1
4085	VTP58120.1
4086	VTP58121.1
4087	VTP58122.1
4088	VTP58123.1
4089	VTP58124.1
4090	VTP58125.1
4091	VTP58126.1
4092	VTP58127.1
4093	VTP58128.1
4094	VTP58129.1
4095	VTP58130.1
4096	VTP58131.1
4097	VTP58132.1
4098	VTP58133.1
4099	VTP58134.1
4100	VTP58135.1
4101	VTP58136.1
4102	VTP58137.1
4104	VTP58138.1
4105	VTP58139.1
4106	VTP58140.1
